T1_K,P1_atm,cj_speed_m_s,x10_T_m,x50_T_m,x90_T_m,ho2_peak,ho2_peak_x_m,source_file
957.142857143,2.7,1928.646525833019,7.643808057888551e-05,0.0001342237390954512,0.0006133118997078316,0.0004154871331706478,6.412353983647084e-05,znd_T0957.14_P02.70.npz
957.142857143,2.8,1929.7926927784513,7.330811217790285e-05,0.00012772025074241878,0.0005777122716572978,0.0004294084309623187,6.164185870389109e-05,znd_T0957.14_P02.80.npz
957.142857143,2.9,1930.8961478916317,7.040471490397808e-05,0.00012177091926775256,0.0005453282749606365,0.0004432670174353308,5.934093525729923e-05,znd_T0957.14_P02.90.npz
957.142857143,3.0,1931.9598499454607,6.771920319986296e-05,0.00011630861909419934,0.0005157480568966813,0.00045707384072172326,5.7436220085822556e-05,znd_T0957.14_P03.00.npz
957.142857143,3.1,1932.986463465015,6.521955018952968e-05,0.00011128343125077112,0.000488853896963348,0.0004708078222059675,5.539905378905641e-05,znd_T0957.14_P03.10.npz
957.142857143,3.2,1933.973712250768,6.28910430639303e-05,0.00010664684072175553,0.0004642254996904691,0.00048448572330124615,5.349940817077797e-05,znd_T0957.14_P03.20.npz
957.142857143,3.3,1934.9378214805859,6.071457859235378e-05,0.00010234521451961649,0.00044149836496076893,0.000498103824622121,5.1721779869686694e-05,znd_T0957.14_P03.30.npz
957.142857143,3.4,1935.8669323441522,5.867837104750278e-05,9.836121332811603e-05,0.0004205607369598212,0.0005116683678065823,5.005712811658536e-05,znd_T0957.14_P03.40.npz
957.142857143,3.5,1936.7669367446526,5.676900845625068e-05,9.465992980326496e-05,0.0004012305260554514,0.0005251790740981615,4.8494649805471225e-05,znd_T0957.14_P03.50.npz
957.142857143,3.6,1937.6400886322194,5.497399486681121e-05,9.120093881123865e-05,0.0003832709086086958,0.0005385927968013152,4.6742910280325395e-05,znd_T0957.14_P03.60.npz
957.142857143,3.7,1938.487720848234,5.3285751810743274e-05,8.79789789225562e-05,0.0003665167686233401,0.0005520079441496775,4.539173431891501e-05,znd_T0957.14_P03.70.npz
957.142857143,3.8,1939.3111735401542,5.169033469882214e-05,8.495228406372413e-05,0.0003510614708107706,0.0005653716197071072,4.411570141679899e-05,znd_T0957.14_P03.80.npz
957.142857143,3.9,1940.1117874633962,5.018448692503336e-05,8.212577067724388e-05,0.00033670941233054387,0.0005786846811971058,4.2908775752876185e-05,znd_T0957.14_P03.90.npz
